,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,plage_interval
714,mobile,ended,,,>9h
715,mobile,ended,-95.0,,retour en avance
716,connect,ended,203.0,,3h-4h
717,mobile,ended,,,>9h
718,mobile,ended,-33.0,,retour en avance
719,mobile,ended,-36.0,,retour en avance
720,mobile,canceled,,,>9h
721,mobile,canceled,,,>9h
722,connect,canceled,,,>9h
723,connect,canceled,,,>9h
724,mobile,ended,33.0,,31m-45m
725,mobile,canceled,,,>9h
726,mobile,ended,33.0,,31m-45m
727,connect,ended,26.0,,16m-30m
728,mobile,canceled,,,>9h
729,mobile,ended,4.0,120.0,1m-15m
730,mobile,ended,,,>9h
731,connect,ended,26.0,,16m-30m
732,mobile,ended,-25.0,,retour en avance
733,connect,ended,-174.0,,retour en avance
734,connect,canceled,,,>9h
735,mobile,ended,110.0,0.0,1h-2h
736,mobile,ended,-129.0,720.0,retour en avance
737,connect,ended,62.0,,1h-2h
738,mobile,canceled,,,>9h
739,mobile,ended,-2.0,,retour en avance
740,connect,ended,-60.0,,retour en avance
741,mobile,ended,,,>9h
742,mobile,ended,159.0,,2h-3h
743,mobile,canceled,,,>9h
744,mobile,ended,-67.0,,retour en avance
745,mobile,ended,98.0,,1h-2h
746,mobile,ended,-51.0,,retour en avance
747,mobile,ended,-105.0,,retour en avance
748,mobile,ended,-58.0,,retour en avance
749,mobile,ended,,,>9h
750,mobile,ended,-14.0,,retour en avance
751,mobile,ended,-98.0,,retour en avance
752,mobile,canceled,,,>9h
753,mobile,ended,,,>9h
754,connect,ended,-8.0,,retour en avance
755,mobile,canceled,,,>9h
756,mobile,ended,,,>9h
757,mobile,ended,-234.0,,retour en avance
758,mobile,ended,379.0,,6h-7h
759,connect,ended,-24.0,,retour en avance
760,mobile,ended,69.0,,1h-2h
761,mobile,ended,-17.0,,retour en avance
762,mobile,canceled,,,>9h
763,mobile,ended,-7.0,,retour en avance
764,mobile,ended,610.0,,>9h
765,mobile,ended,3.0,,1m-15m
766,mobile,ended,102.0,,1h-2h
767,mobile,ended,-179.0,,retour en avance
768,mobile,ended,28.0,,16m-30m
769,mobile,ended,,,>9h
770,connect,canceled,,,>9h
771,mobile,ended,81.0,,1h-2h
772,mobile,ended,-1.0,,retour en avance
773,mobile,ended,3.0,,1m-15m
774,mobile,ended,747.0,,>9h
775,mobile,ended,8.0,,1m-15m
776,mobile,ended,614.0,,>9h
777,mobile,ended,4.0,,1m-15m
778,mobile,ended,,,>9h
779,mobile,canceled,,,>9h
780,mobile,ended,28.0,,16m-30m
781,mobile,ended,5.0,,1m-15m
782,connect,ended,69.0,,1h-2h
783,connect,ended,3.0,,1m-15m
784,mobile,ended,,,>9h
785,connect,ended,-223.0,,retour en avance
786,connect,ended,-87.0,,retour en avance
787,mobile,ended,870.0,,>9h
788,mobile,canceled,,,>9h
789,connect,ended,-120.0,,retour en avance
790,mobile,canceled,,,>9h
791,connect,ended,113.0,540.0,1h-2h
792,mobile,ended,,,>9h
793,mobile,ended,47.0,,46m-60m
794,mobile,ended,78.0,,1h-2h
795,connect,canceled,,,>9h
796,mobile,ended,-10.0,,retour en avance
797,mobile,ended,147.0,,2h-3h
798,mobile,ended,458.0,,7h-8h
799,mobile,canceled,,,>9h
800,mobile,ended,166.0,,2h-3h
801,mobile,canceled,,,>9h
802,mobile,ended,160.0,,2h-3h
803,mobile,ended,-2791.0,,retour en avance
804,mobile,canceled,,,>9h
805,mobile,canceled,,,>9h
806,mobile,ended,20.0,,16m-30m
807,mobile,ended,,,>9h
808,connect,ended,,,>9h
809,mobile,ended,12.0,,1m-15m
810,mobile,ended,0.0,,0
811,mobile,ended,15.0,,1m-15m
812,mobile,ended,-761.0,,retour en avance
813,mobile,ended,21.0,,16m-30m
814,mobile,ended,-117.0,,retour en avance
815,mobile,ended,-2.0,,retour en avance
816,mobile,ended,1357.0,,>9h
817,connect,ended,7.0,,1m-15m
818,connect,ended,3.0,,1m-15m
819,mobile,canceled,,,>9h
820,connect,ended,-125.0,,retour en avance
821,mobile,ended,35.0,,31m-45m
822,mobile,canceled,,,>9h
823,mobile,ended,,,>9h
824,mobile,ended,31.0,180.0,31m-45m
825,mobile,ended,-159.0,,retour en avance
826,mobile,ended,32.0,,31m-45m
827,mobile,ended,130.0,,2h-3h
828,mobile,ended,-25.0,,retour en avance
829,mobile,ended,12.0,,1m-15m
830,mobile,ended,14.0,,1m-15m
831,mobile,canceled,,,>9h
832,connect,ended,-94.0,,retour en avance
833,mobile,canceled,,,>9h
834,mobile,ended,,,>9h
835,mobile,ended,224.0,,3h-4h
836,mobile,ended,-6.0,,retour en avance
837,mobile,ended,,,>9h
838,mobile,ended,57.0,,46m-60m
839,mobile,ended,628.0,,>9h
840,mobile,ended,,,>9h
841,mobile,ended,661.0,,>9h
842,mobile,ended,113.0,,1h-2h
843,mobile,ended,69.0,,1h-2h
844,connect,ended,-166.0,0.0,retour en avance
845,mobile,ended,-26.0,,retour en avance
846,connect,ended,-37.0,,retour en avance
847,mobile,ended,67.0,,1h-2h
848,mobile,canceled,,,>9h
849,mobile,ended,19.0,,16m-30m
850,mobile,ended,-2.0,,retour en avance
851,mobile,ended,18.0,,16m-30m
852,connect,ended,21.0,,16m-30m
853,mobile,ended,-477.0,,retour en avance
854,mobile,ended,74.0,,1h-2h
855,connect,ended,-180.0,,retour en avance
856,mobile,ended,,,>9h
857,mobile,ended,-18.0,,retour en avance
858,mobile,ended,15.0,,1m-15m
859,connect,ended,35.0,,31m-45m
860,mobile,ended,4.0,,1m-15m
861,connect,ended,54.0,,46m-60m
862,mobile,ended,61.0,,1h-2h
863,mobile,ended,147.0,,2h-3h
864,mobile,ended,25.0,90.0,16m-30m
865,connect,ended,-117.0,,retour en avance
866,mobile,ended,117.0,,1h-2h
867,mobile,canceled,,,>9h
868,mobile,ended,170.0,,2h-3h
869,mobile,ended,-199.0,,retour en avance
870,mobile,ended,64.0,,1h-2h
871,mobile,ended,-227.0,,retour en avance
872,connect,ended,23.0,,16m-30m
873,mobile,ended,20.0,,16m-30m
874,mobile,canceled,,,>9h
875,mobile,ended,5.0,,1m-15m
876,connect,ended,28.0,,16m-30m
877,mobile,ended,-25.0,,retour en avance
878,mobile,ended,-29.0,,retour en avance
879,mobile,ended,-230.0,,retour en avance
880,mobile,ended,-113.0,,retour en avance
881,mobile,ended,-6.0,,retour en avance
882,mobile,ended,-1.0,,retour en avance
883,mobile,canceled,,,>9h
884,connect,ended,-249.0,,retour en avance
885,mobile,ended,17.0,,16m-30m
886,mobile,ended,-31.0,,retour en avance
887,connect,ended,51.0,,46m-60m
888,mobile,ended,-4.0,,retour en avance
889,mobile,ended,,,>9h
890,mobile,ended,88.0,,1h-2h
891,mobile,ended,146.0,,2h-3h
892,mobile,ended,-50.0,,retour en avance
893,mobile,ended,,,>9h
894,mobile,ended,2.0,,1m-15m
895,mobile,ended,179.0,,2h-3h
896,connect,ended,108.0,,1h-2h
897,mobile,canceled,,,>9h
898,mobile,ended,13.0,,1m-15m
899,mobile,ended,,,>9h
900,mobile,ended,-33.0,,retour en avance
901,mobile,ended,19.0,,16m-30m
902,mobile,ended,41.0,,31m-45m
903,connect,ended,28.0,,16m-30m
904,mobile,ended,35.0,,31m-45m
905,mobile,canceled,,,>9h
906,connect,ended,-281.0,,retour en avance
907,mobile,ended,-79.0,180.0,retour en avance
908,mobile,ended,532.0,,>9h
909,mobile,ended,30.0,,16m-30m
910,mobile,ended,,,>9h
911,mobile,ended,2.0,,1m-15m
912,mobile,ended,31.0,,31m-45m
913,mobile,canceled,,,>9h
914,mobile,ended,-45.0,,retour en avance
915,connect,ended,-8.0,,retour en avance
916,mobile,ended,243.0,,4h-5h
917,connect,ended,-346.0,,retour en avance
918,mobile,ended,42.0,,31m-45m
919,mobile,ended,34.0,,31m-45m
920,mobile,ended,-13.0,,retour en avance
921,mobile,ended,-31.0,,retour en avance
922,connect,ended,6.0,,1m-15m
923,connect,ended,-117.0,,retour en avance
924,mobile,canceled,,,>9h
925,mobile,ended,320.0,,5h-6h
926,mobile,ended,-221.0,,retour en avance
927,connect,canceled,,,>9h
928,mobile,ended,-7.0,,retour en avance
929,mobile,ended,-56.0,,retour en avance
930,mobile,ended,,,>9h
931,mobile,ended,-47.0,,retour en avance
932,mobile,ended,4.0,,1m-15m
933,mobile,ended,12.0,,1m-15m
934,mobile,ended,42.0,,31m-45m
935,mobile,ended,-25.0,,retour en avance
936,mobile,ended,9.0,,1m-15m
937,mobile,ended,-13.0,,retour en avance
938,mobile,ended,-77.0,,retour en avance
939,mobile,ended,25.0,,16m-30m
940,mobile,canceled,,,>9h
941,mobile,ended,-13.0,,retour en avance
942,mobile,ended,-49.0,,retour en avance
943,mobile,ended,10.0,,1m-15m
944,mobile,ended,2.0,,1m-15m
945,mobile,ended,,,>9h
946,mobile,ended,-107.0,,retour en avance
947,mobile,ended,96.0,,1h-2h
948,mobile,ended,-85.0,,retour en avance
949,mobile,ended,,,>9h
950,mobile,ended,-50.0,,retour en avance
951,mobile,ended,9.0,,1m-15m
952,mobile,canceled,,,>9h
953,connect,ended,87.0,,1h-2h
954,mobile,ended,,,>9h
955,mobile,ended,-442.0,,retour en avance
956,mobile,ended,-290.0,,retour en avance
957,mobile,canceled,,,>9h
958,mobile,ended,,,>9h
959,mobile,ended,7.0,,1m-15m
960,mobile,ended,26.0,,16m-30m
961,mobile,ended,-38.0,,retour en avance
962,connect,ended,8.0,,1m-15m
963,connect,ended,-116.0,,retour en avance
964,mobile,ended,58.0,,46m-60m
965,mobile,ended,,,>9h
966,mobile,ended,-29.0,600.0,retour en avance
967,mobile,ended,104.0,,1h-2h
968,mobile,ended,15.0,,1m-15m
969,mobile,ended,-13.0,0.0,retour en avance
970,mobile,ended,208.0,,3h-4h
971,connect,ended,1.0,,1m-15m
972,mobile,ended,,,>9h
973,connect,ended,89.0,,1h-2h
974,mobile,canceled,,,>9h
975,mobile,ended,-14.0,,retour en avance
976,connect,ended,10.0,,1m-15m
977,connect,ended,-570.0,,retour en avance
978,mobile,ended,-81.0,,retour en avance
979,mobile,ended,182.0,,3h-4h
980,connect,ended,6.0,570.0,1m-15m
981,mobile,ended,370.0,,6h-7h
982,mobile,ended,126.0,,2h-3h
983,connect,ended,-114.0,,retour en avance
984,mobile,ended,73.0,,1h-2h
985,mobile,ended,8.0,,1m-15m
986,mobile,ended,-3030.0,,retour en avance
987,mobile,ended,-91.0,,retour en avance
988,mobile,ended,44.0,,31m-45m
989,mobile,canceled,,,>9h
990,connect,canceled,,,>9h
991,mobile,canceled,,,>9h
992,mobile,ended,124.0,,2h-3h
993,mobile,ended,,,>9h
994,mobile,ended,-58.0,,retour en avance
995,mobile,ended,8.0,,1m-15m
996,mobile,ended,78.0,,1h-2h
997,mobile,ended,49.0,,46m-60m
998,mobile,canceled,,,>9h
999,mobile,ended,-13.0,,retour en avance
1000,mobile,ended,97.0,270.0,1h-2h
1001,mobile,ended,2632.0,,>9h
1002,connect,canceled,,150.0,>9h
1003,mobile,canceled,,,>9h
1004,mobile,ended,,,>9h
1005,mobile,ended,-1.0,,retour en avance
1006,mobile,ended,,,>9h
1007,connect,ended,245.0,,4h-5h
1008,connect,ended,-308.0,540.0,retour en avance
1009,mobile,ended,20.0,,16m-30m
1010,mobile,ended,76.0,,1h-2h
1011,mobile,ended,48.0,,46m-60m
1012,mobile,ended,31.0,,31m-45m
1013,mobile,ended,62.0,,1h-2h
1014,mobile,canceled,,,>9h
1015,mobile,ended,60.0,,46m-60m
1016,mobile,ended,203.0,,3h-4h
1017,connect,ended,35.0,,31m-45m
1018,mobile,ended,-23.0,,retour en avance
1019,connect,ended,-58.0,,retour en avance
1020,mobile,ended,62.0,,1h-2h
1021,mobile,ended,71084.0,,>9h
1022,mobile,ended,-201.0,,retour en avance
1023,mobile,ended,-159.0,,retour en avance
1024,mobile,ended,4.0,,1m-15m
1025,mobile,ended,21.0,,16m-30m
1026,mobile,ended,351.0,,5h-6h
1027,mobile,ended,4.0,,1m-15m
1028,connect,ended,-1.0,,retour en avance
1029,mobile,ended,322.0,,5h-6h
1030,mobile,ended,57.0,,46m-60m
1031,mobile,ended,38.0,,31m-45m
1032,mobile,ended,1151.0,,>9h
1033,mobile,canceled,,,>9h
1034,connect,canceled,,,>9h
1035,mobile,ended,38.0,,31m-45m
1036,mobile,ended,-11.0,,retour en avance
1037,mobile,ended,25.0,,16m-30m
1038,mobile,ended,23126.0,,>9h
1039,mobile,ended,151.0,,2h-3h
1040,mobile,ended,28.0,,16m-30m
1041,mobile,ended,16.0,,16m-30m
1042,mobile,ended,29.0,,16m-30m
1043,mobile,canceled,,,>9h
1044,mobile,ended,-40.0,,retour en avance
1045,mobile,ended,900.0,,>9h
1046,mobile,ended,3.0,,1m-15m
1047,connect,ended,-51.0,,retour en avance
1048,mobile,ended,-34.0,,retour en avance
1049,mobile,ended,385.0,,6h-7h
1050,mobile,ended,-126.0,,retour en avance
1051,mobile,canceled,,,>9h
1052,mobile,ended,11.0,,1m-15m
1053,mobile,ended,-124.0,,retour en avance
1054,mobile,ended,-889.0,,retour en avance
1055,mobile,ended,16.0,,16m-30m
1056,mobile,ended,-84.0,,retour en avance
1057,mobile,ended,11.0,,1m-15m
1058,mobile,ended,1505.0,,>9h
1059,mobile,ended,719.0,,>9h
1060,mobile,ended,66.0,,1h-2h
1061,mobile,ended,-169.0,,retour en avance
1062,mobile,ended,-47.0,,retour en avance
1063,mobile,ended,,,>9h
1064,mobile,ended,235.0,,3h-4h
1065,mobile,ended,,,>9h
1066,mobile,ended,48.0,,46m-60m
1067,connect,ended,186.0,240.0,3h-4h
1068,mobile,ended,38.0,,31m-45m
1069,mobile,ended,58.0,,46m-60m
1070,mobile,canceled,,,>9h
1071,mobile,ended,41.0,,31m-45m
1072,mobile,ended,-64.0,,retour en avance
1073,mobile,canceled,,,>9h
1074,mobile,ended,-53.0,,retour en avance
1075,connect,ended,-211.0,,retour en avance
1076,mobile,ended,28.0,,16m-30m
1077,mobile,ended,38.0,,31m-45m
1078,mobile,ended,,,>9h
1079,mobile,canceled,,,>9h
1080,connect,canceled,,,>9h
1081,mobile,canceled,,,>9h
1082,connect,ended,22.0,,16m-30m
1083,connect,ended,-40.0,,retour en avance
1084,mobile,ended,,,>9h
1085,mobile,ended,-100.0,,retour en avance
1086,mobile,ended,7.0,,1m-15m
1087,mobile,ended,-24.0,,retour en avance
1088,mobile,ended,1808.0,,>9h
1089,mobile,ended,-47.0,,retour en avance
1090,mobile,canceled,,,>9h
1091,mobile,canceled,,,>9h
1092,mobile,ended,-17.0,,retour en avance
1093,mobile,ended,88.0,,1h-2h
1094,mobile,canceled,,,>9h
1095,mobile,canceled,,,>9h
1096,mobile,ended,273.0,,4h-5h
1097,mobile,ended,-17.0,,retour en avance
1098,mobile,ended,-114.0,,retour en avance
1099,mobile,ended,,,>9h
1100,connect,ended,54.0,,46m-60m
1101,mobile,ended,33.0,,31m-45m
1102,mobile,ended,-78.0,,retour en avance
1103,mobile,ended,-215.0,,retour en avance
1104,mobile,canceled,,,>9h
1105,connect,ended,485.0,,>9h
1106,connect,canceled,,630.0,>9h
1107,connect,ended,454.0,,7h-8h
1108,mobile,ended,-6.0,,retour en avance
1109,mobile,ended,-50.0,,retour en avance
1110,mobile,ended,8.0,,1m-15m
1111,mobile,ended,217.0,,3h-4h
1112,mobile,ended,67.0,,1h-2h
1113,mobile,ended,-6.0,,retour en avance
1114,mobile,ended,101.0,30.0,1h-2h
1115,mobile,ended,,,>9h
1116,mobile,ended,43.0,,31m-45m
1117,mobile,ended,-44.0,,retour en avance
1118,mobile,ended,128.0,,2h-3h
1119,mobile,ended,-125.0,,retour en avance
1120,mobile,canceled,,,>9h
1121,mobile,ended,,,>9h
1122,mobile,ended,72.0,,1h-2h
1123,mobile,ended,108.0,,1h-2h
1124,mobile,ended,131.0,,2h-3h
1125,mobile,canceled,,,>9h
1126,connect,ended,71.0,180.0,1h-2h
1127,mobile,ended,225.0,,3h-4h
1128,mobile,ended,377.0,,6h-7h
1129,connect,ended,-884.0,,retour en avance
1130,mobile,ended,6.0,,1m-15m
1131,mobile,ended,8.0,,1m-15m
1132,connect,ended,2.0,240.0,1m-15m
1133,mobile,ended,2.0,600.0,1m-15m
1134,connect,ended,4.0,,1m-15m
1135,mobile,ended,-3.0,,retour en avance
1136,mobile,ended,-33.0,,retour en avance
1137,mobile,ended,-79.0,,retour en avance
1138,mobile,ended,-79.0,,retour en avance
1139,connect,canceled,,,>9h
1140,connect,ended,12.0,,1m-15m
1141,mobile,ended,51.0,,46m-60m
1142,mobile,ended,,,>9h
1143,mobile,ended,-21.0,630.0,retour en avance
1144,mobile,canceled,,,>9h
1145,mobile,ended,-20.0,,retour en avance
1146,connect,canceled,,,>9h
1147,mobile,ended,19.0,,16m-30m
1148,mobile,canceled,,,>9h
1149,mobile,ended,13.0,,1m-15m
1150,mobile,canceled,,,>9h
1151,mobile,canceled,,,>9h
1152,mobile,canceled,,,>9h
1153,connect,canceled,,,>9h
1154,mobile,ended,-147.0,,retour en avance
1155,mobile,ended,41.0,,31m-45m
1156,mobile,ended,12.0,,1m-15m
1157,mobile,canceled,,120.0,>9h
1158,mobile,ended,240.0,,3h-4h
1159,mobile,ended,-54.0,,retour en avance
1160,mobile,ended,7.0,180.0,1m-15m
1161,connect,ended,27.0,270.0,16m-30m
1162,mobile,ended,6.0,,1m-15m
1163,mobile,canceled,,,>9h
1164,mobile,ended,343.0,,5h-6h
1165,mobile,ended,-9.0,,retour en avance
1166,mobile,canceled,,,>9h
1167,mobile,ended,54.0,,46m-60m
1168,mobile,ended,8.0,,1m-15m
1169,mobile,ended,8.0,,1m-15m
1170,mobile,ended,-79.0,,retour en avance
1171,connect,ended,69.0,,1h-2h
1172,connect,ended,-34.0,,retour en avance
1173,mobile,ended,-218.0,,retour en avance
1174,mobile,ended,10.0,,1m-15m
1175,mobile,ended,2.0,720.0,1m-15m
1176,connect,canceled,,,>9h
1177,mobile,ended,446.0,,7h-8h
1178,mobile,ended,259.0,,4h-5h
1179,mobile,ended,-9.0,,retour en avance
1180,mobile,ended,-94.0,,retour en avance
1181,mobile,ended,5.0,,1m-15m
1182,mobile,ended,3.0,,1m-15m
1183,mobile,ended,,,>9h
1184,connect,ended,,,>9h
1185,connect,canceled,,,>9h
1186,connect,ended,-788.0,,retour en avance
1187,mobile,ended,27.0,,16m-30m
1188,mobile,ended,-4.0,60.0,retour en avance
1189,mobile,ended,60.0,,46m-60m
1190,mobile,ended,92.0,,1h-2h
1191,mobile,ended,124.0,,2h-3h
1192,mobile,ended,51.0,,46m-60m
1193,mobile,ended,102.0,,1h-2h
1194,mobile,ended,16.0,,16m-30m
1195,mobile,ended,56.0,,46m-60m
1196,mobile,ended,28.0,,16m-30m
1197,mobile,ended,-47.0,,retour en avance
1198,mobile,ended,,,>9h
1199,connect,ended,11.0,,1m-15m
1200,mobile,ended,2.0,,1m-15m
1201,mobile,ended,1397.0,,>9h
1202,connect,ended,280.0,,4h-5h
1203,mobile,ended,,,>9h
1204,mobile,canceled,,,>9h
1205,connect,canceled,,,>9h
1206,mobile,ended,,,>9h
1207,connect,ended,-58.0,,retour en avance
1208,connect,ended,50.0,,46m-60m
1209,mobile,ended,50.0,,46m-60m
1210,mobile,ended,14.0,,1m-15m
1211,mobile,ended,-32.0,,retour en avance
1212,mobile,ended,41.0,,31m-45m
1213,mobile,canceled,,,>9h
1214,mobile,ended,-107.0,90.0,retour en avance
1215,mobile,ended,,,>9h
1216,mobile,canceled,,,>9h
1217,connect,ended,-1.0,,retour en avance
1218,mobile,ended,-56.0,,retour en avance
1219,mobile,canceled,,,>9h
1220,mobile,ended,,,>9h
1221,connect,ended,194.0,0.0,3h-4h
1222,mobile,ended,1017.0,,>9h
1223,mobile,ended,-6.0,,retour en avance
1224,mobile,ended,,,>9h
1225,mobile,ended,-3.0,,retour en avance
1226,mobile,ended,424.0,,7h-8h
1227,connect,ended,106.0,,1h-2h
1228,mobile,ended,1219.0,,>9h
1229,mobile,ended,1.0,,1m-15m
1230,mobile,ended,840.0,120.0,>9h
1231,mobile,ended,99.0,,1h-2h
1232,mobile,ended,51.0,,46m-60m
1233,connect,canceled,,,>9h
1234,mobile,ended,194.0,,3h-4h
1235,mobile,ended,236.0,,3h-4h
1236,mobile,canceled,,,>9h
1237,mobile,ended,-4.0,,retour en avance
1238,mobile,canceled,,,>9h
1239,mobile,ended,6.0,,1m-15m
1240,mobile,ended,-14.0,,retour en avance
1241,mobile,ended,130.0,,2h-3h
1242,mobile,ended,7.0,,1m-15m
1243,mobile,ended,55.0,,46m-60m
1244,mobile,ended,-24.0,,retour en avance
1245,connect,ended,254.0,,4h-5h
1246,mobile,ended,-6.0,,retour en avance
1247,mobile,ended,-25.0,,retour en avance
1248,mobile,ended,-280.0,,retour en avance
1249,mobile,ended,302.0,,5h-6h
1250,mobile,ended,-18.0,,retour en avance
1251,mobile,canceled,,,>9h
1252,mobile,ended,15.0,,1m-15m
1253,connect,canceled,,,>9h
1254,mobile,ended,-3.0,,retour en avance
1255,mobile,ended,,,>9h
1256,mobile,ended,,,>9h
1257,mobile,ended,-90.0,,retour en avance
1258,mobile,ended,-14.0,,retour en avance
1259,mobile,ended,-37.0,,retour en avance
1260,mobile,canceled,,,>9h
1261,mobile,ended,28.0,,16m-30m
1262,mobile,canceled,,,>9h
1263,mobile,ended,14.0,,1m-15m
1264,mobile,canceled,,,>9h
1265,mobile,ended,274.0,,4h-5h
1266,mobile,ended,7.0,,1m-15m
1267,mobile,canceled,,,>9h
1268,mobile,ended,-32.0,,retour en avance
1269,connect,ended,42.0,120.0,31m-45m
1270,mobile,ended,69.0,,1h-2h
1271,mobile,ended,116.0,,1h-2h
1272,mobile,ended,64.0,,1h-2h
1273,mobile,ended,23.0,0.0,16m-30m
1274,mobile,canceled,,,>9h
1275,mobile,ended,-26.0,,retour en avance
1276,mobile,ended,-83.0,,retour en avance
1277,mobile,ended,102.0,,1h-2h
1278,mobile,ended,78.0,,1h-2h
1279,connect,ended,-82.0,0.0,retour en avance
1280,connect,ended,-324.0,,retour en avance
1281,connect,ended,6.0,,1m-15m
1282,mobile,ended,72.0,,1h-2h
1283,mobile,ended,12.0,,1m-15m
1284,connect,ended,49.0,,46m-60m
1285,mobile,ended,-7.0,30.0,retour en avance
1286,mobile,ended,14.0,150.0,1m-15m
1287,mobile,ended,5.0,,1m-15m
1288,mobile,canceled,,,>9h
1289,mobile,canceled,,,>9h
1290,mobile,ended,103.0,,1h-2h
1291,mobile,ended,-104.0,,retour en avance
1292,mobile,ended,,,>9h
1293,mobile,ended,,,>9h
1294,mobile,canceled,,,>9h
1295,mobile,ended,,,>9h
1296,mobile,ended,-78.0,,retour en avance
1297,mobile,canceled,,,>9h
1298,mobile,ended,13.0,,1m-15m
1299,mobile,canceled,,,>9h
1300,connect,ended,40.0,90.0,31m-45m
1301,mobile,canceled,,,>9h
1302,mobile,ended,,,>9h
1303,mobile,ended,29.0,,16m-30m
1304,mobile,canceled,,,>9h
1305,mobile,ended,-104.0,,retour en avance
1306,mobile,ended,-7.0,,retour en avance
1307,mobile,ended,-20.0,,retour en avance
1308,mobile,ended,,,>9h
1309,mobile,ended,20.0,,16m-30m
1310,mobile,ended,-50.0,660.0,retour en avance
1311,mobile,ended,153.0,,2h-3h
1312,mobile,canceled,,,>9h
1313,mobile,ended,-45.0,,retour en avance
1314,connect,canceled,,,>9h
1315,connect,canceled,,,>9h
1316,mobile,ended,92.0,,1h-2h
1317,mobile,canceled,,,>9h
1318,mobile,ended,8.0,,1m-15m
1319,connect,ended,12.0,,1m-15m
1320,mobile,ended,-66.0,,retour en avance
1321,mobile,ended,-45.0,,retour en avance
1322,mobile,ended,55.0,,46m-60m
1323,mobile,ended,-39.0,,retour en avance
1324,mobile,canceled,,,>9h
